grid_lat,grid_lon,date,temperature,humidity,wind_speed,rainfall
29.0,74.375,2023-01-02,12.57,37.52,1.51,0.0
29.0,75.0,2023-01-02,12.39,38.55,1.22,0.0
29.0,75.625,2023-01-02,12.58,39.53,1.05,0.0
29.0,76.25,2023-01-02,12.5,45.31,0.86,0.0
29.0,76.875,2023-01-02,12.04,51.8,1.03,0.0
29.5,73.125,2023-01-02,13.41,31.96,1.67,0.0
29.5,73.75,2023-01-02,12.81,35.06,1.56,0.0
29.5,74.375,2023-01-02,12.5,35.97,1.29,0.0
29.5,75.0,2023-01-02,12.35,37.09,1.07,0.0
29.5,75.625,2023-01-02,12.53,38.34,0.96,0.0
29.5,76.25,2023-01-02,12.13,46.16,0.9,0.0
29.5,76.875,2023-01-02,11.47,56.83,1.17,0.0
30.0,73.125,2023-01-02,13.24,31.36,1.53,0.0
30.0,73.75,2023-01-02,12.71,33.37,1.41,0.0
30.0,74.375,2023-01-02,12.48,34.88,1.15,0.0
30.0,75.0,2023-01-02,12.36,36.26,1.04,0.0
30.0,75.625,2023-01-02,12.11,40.16,0.91,0.0
30.0,76.25,2023-01-02,11.49,52.19,1.13,0.0
30.0,76.875,2023-01-02,11.59,61.87,1.07,0.0
30.5,73.125,2023-01-02,12.84,31.83,1.43,0.0
30.5,73.75,2023-01-02,12.54,34.56,1.28,0.0
30.5,74.375,2023-01-02,12.48,36.43,1.02,0.0
30.5,75.0,2023-01-02,12.34,38.19,0.95,0.0
30.5,75.625,2023-01-02,11.65,45.8,1.01,0.0
30.5,76.25,2023-01-02,11.59,56.42,1.21,0.0
30.5,76.875,2023-01-02,11.91,60.74,1.16,0.0
31.0,73.125,2023-01-02,12.31,35.15,1.34,0.0
31.0,73.75,2023-01-02,12.28,37.38,1.14,0.0
31.0,74.375,2023-01-02,12.38,38.7,0.94,0.0
31.0,75.0,2023-01-02,12.14,41.54,0.95,0.0
31.0,75.625,2023-01-02,11.55,51.47,1.06,0.0
31.0,76.25,2023-01-02,12.1,56.77,1.25,0.0
31.0,76.875,2023-01-02,9.6,64.67,1.39,0.0
31.5,73.125,2023-01-02,11.92,39.6,1.15,0.0
31.5,73.75,2023-01-02,12.1,39.35,1.04,0.0
31.5,74.375,2023-01-02,12.25,40.31,0.99,0.0
31.5,75.0,2023-01-02,11.69,46.46,1.02,0.0
31.5,75.625,2023-01-02,11.51,55.58,1.04,0.0
31.5,76.25,2023-01-02,11.81,57.45,1.22,0.0
31.5,76.875,2023-01-02,7.78,61.74,1.32,0.0
32.0,73.125,2023-01-02,11.8,42.68,1.02,0.0
32.0,73.75,2023-01-02,11.74,44.7,1.02,0.0
32.0,74.375,2023-01-02,11.57,48.68,1.04,0.0
32.0,75.0,2023-01-02,11.37,55.22,1.06,0.0
32.0,75.625,2023-01-02,11.68,57.7,1.12,0.0
32.0,76.25,2023-01-02,8.59,58.57,1.15,0.0
32.0,76.875,2023-01-02,0.75,63.11,1.28,0.0
32.5,73.125,2023-01-02,10.96,48.14,1.15,0.0
32.5,73.75,2023-01-02,11.4,53.18,1.03,0.0
32.5,74.375,2023-01-02,11.74,53.97,1.05,0.0
32.5,75.0,2023-01-02,11.17,55.06,1.22,0.0
32.5,75.625,2023-01-02,8.39,56.67,1.29,0.0
32.5,76.25,2023-01-02,-0.09,65.2,1.33,0.0
32.5,76.875,2023-01-02,-12.83,84.96,1.58,0.0
33.0,73.125,2023-01-02,9.69,57.81,1.16,0.0
33.0,73.75,2023-01-02,11.26,54.21,1.32,0.0
33.0,74.375,2023-01-02,9.89,52.15,1.33,0.0
33.0,75.0,2023-01-02,7.07,52.08,1.35,0.0
33.0,75.625,2023-01-02,2.04,56.91,1.29,0.0
33.0,76.25,2023-01-02,-8.81,78.29,1.44,0.0
33.0,76.875,2023-01-02,-20.27,95.53,1.76,0.0
29.0,73.125,2023-01-03,12.67,28.0,1.93,0.0
29.0,73.75,2023-01-03,12.1,30.44,1.75,0.0
29.0,74.375,2023-01-03,11.7,31.57,1.5,0.0
29.0,75.0,2023-01-03,11.45,32.79,1.36,0.0
29.0,75.625,2023-01-03,11.44,33.67,1.28,0.0
29.0,76.25,2023-01-03,10.4,43.29,1.46,0.0
29.0,76.875,2023-01-03,9.57,52.19,1.78,0.0
29.5,73.125,2023-01-03,12.4,27.36,1.45,0.0
29.5,73.75,2023-01-03,12.06,28.59,1.33,0.0
29.5,74.375,2023-01-03,11.71,29.33,1.21,0.0
29.5,75.0,2023-01-03,11.5,30.23,1.2,0.0
29.5,75.625,2023-01-03,10.97,33.84,1.43,0.0
29.5,76.25,2023-01-03,9.59,46.55,1.76,0.0
29.5,76.875,2023-01-03,9.33,57.77,2.0,0.0
30.0,73.125,2023-01-03,12.11,28.09,1.3,0.0
30.0,73.75,2023-01-03,12.0,28.08,1.18,0.0
30.0,74.375,2023-01-03,11.82,29.45,1.09,0.0
30.0,75.0,2023-01-03,11.43,32.33,1.23,0.0
30.0,75.625,2023-01-03,10.23,40.01,1.59,0.0
30.0,76.25,2023-01-03,9.34,51.89,2.0,0.0
30.0,76.875,2023-01-03,10.07,60.39,2.07,0.0
30.5,73.125,2023-01-03,11.96,29.26,1.3,0.0
30.5,73.75,2023-01-03,12.07,29.27,1.14,0.0
30.5,74.375,2023-01-03,11.9,31.79,1.12,0.0
30.5,75.0,2023-01-03,11.18,36.1,1.37,0.0
30.5,75.625,2023-01-03,9.84,45.14,1.64,0.0
30.5,76.25,2023-01-03,9.76,54.83,2.03,0.0
30.5,76.875,2023-01-03,10.81,58.98,1.85,0.0
31.0,73.125,2023-01-03,12.04,31.44,1.25,0.0
31.0,73.75,2023-01-03,12.09,31.44,1.18,0.0
31.0,74.375,2023-01-03,11.71,35.36,1.28,0.0
31.0,75.0,2023-01-03,10.91,40.73,1.49,0.0
31.0,75.625,2023-01-03,10.03,48.99,1.66,0.0
31.0,76.25,2023-01-03,10.6,54.86,1.81,0.0
31.0,76.875,2023-01-03,8.29,64.35,1.46,0.0
31.5,73.125,2023-01-03,11.58,37.73,1.21,0.0
31.5,73.75,2023-01-03,11.72,36.66,1.32,0.0
31.5,74.375,2023-01-03,11.41,39.18,1.43,0.0
31.5,75.0,2023-01-03,10.73,45.97,1.56,0.0
31.5,75.625,2023-01-03,10.4,52.64,1.68,0.0
31.5,76.25,2023-01-03,10.69,55.34,1.6,0.0
31.5,76.875,2023-01-03,6.68,61.03,1.23,0.0
32.0,73.125,2023-01-03,11.24,44.89,1.36,0.0
32.0,73.75,2023-01-03,11.25,45.72,1.37,0.0
32.0,74.375,2023-01-03,10.9,47.92,1.43,0.0
32.0,75.0,2023-01-03,10.8,51.19,1.54,0.0
32.0,75.625,2023-01-03,10.96,53.53,1.58,0.0
32.0,76.25,2023-01-03,7.69,56.86,1.31,0.0
32.0,76.875,2023-01-03,-0.23,62.3,1.25,0.0
32.5,73.125,2023-01-03,9.76,54.27,1.63,0.0
32.5,73.75,2023-01-03,10.52,55.42,1.53,0.0
32.5,74.375,2023-01-03,11.02,52.45,1.5,0.0
32.5,75.0,2023-01-03,10.6,50.99,1.5,0.0
32.5,75.625,2023-01-03,7.87,53.21,1.36,0.0
32.5,76.25,2023-01-03,-0.84,62.8,1.22,0.0
32.5,76.875,2023-01-03,-14.02,83.1,1.4,0.0
33.0,73.125,2023-01-03,8.54,59.6,1.64,0.0
33.0,73.75,2023-01-03,10.75,52.49,1.64,0.0
33.0,74.375,2023-01-03,9.52,50.62,1.6,0.0
33.0,75.0,2023-01-03,6.78,51.48,1.29,0.0
33.0,75.625,2023-01-03,1.79,55.36,1.1,0.0
33.0,76.25,2023-01-03,-9.36,74.1,1.25,0.0
33.0,76.875,2023-01-03,-21.35,90.55,1.47,0.0
29.0,73.125,2023-01-04,11.88,27.1,1.34,0.0
29.0,73.75,2023-01-04,11.74,29.29,1.21,0.0
29.0,74.375,2023-01-04,11.82,29.94,0.96,0.0
29.0,75.0,2023-01-04,11.39,32.26,0.93,0.0
29.0,75.625,2023-01-04,10.61,35.44,1.31,0.0
29.0,76.25,2023-01-04,9.11,47.21,1.6,0.0
29.0,76.875,2023-01-04,8.44,55.04,1.72,0.0
29.5,73.125,2023-01-04,12.44,25.09,1.04,0.0
29.5,73.75,2023-01-04,12.37,26.78,0.8,0.0
29.5,74.375,2023-01-04,12.16,27.93,0.74,0.0
29.5,75.0,2023-01-04,11.32,30.71,1.11,0.0
29.5,75.625,2023-01-04,10.11,36.34,1.56,0.0
29.5,76.25,2023-01-04,8.76,48.97,1.86,0.0
29.5,76.875,2023-01-04,8.6,58.86,1.97,0.0
30.0,73.125,2023-01-04,12.78,25.35,0.81,0.0
30.0,73.75,2023-01-04,12.55,25.72,0.72,0.0
30.0,74.375,2023-01-04,11.96,27.62,0.97,0.0
30.0,75.0,2023-01-04,10.93,31.8,1.37,0.0
30.0,75.625,2023-01-04,9.52,40.69,1.71,0.0
30.0,76.25,2023-01-04,8.78,51.96,2.14,0.0
30.0,76.875,2023-01-04,9.56,59.51,1.9,0.0
30.5,73.125,2023-01-04,12.41,29.2,0.87,0.0
30.5,73.75,2023-01-04,12.11,28.18,0.97,0.0
30.5,74.375,2023-01-04,11.41,30.58,1.24,0.0
30.5,75.0,2023-01-04,10.4,35.6,1.5,0.0
30.5,75.625,2023-01-04,9.23,44.74,1.71,0.0
30.5,76.25,2023-01-04,9.24,54.18,2.09,0.0
30.5,76.875,2023-01-04,10.73,52.64,1.71,0.0
31.0,73.125,2023-01-04,11.74,35.01,1.14,0.0
31.0,73.75,2023-01-04,11.35,34.41,1.28,0.0
31.0,74.375,2023-01-04,10.73,36.71,1.44,0.0
31.0,75.0,2023-01-04,10.08,40.73,1.57,0.0
31.0,75.625,2023-01-04,9.44,48.93,1.66,0.0
31.0,76.25,2023-01-04,10.1,52.38,1.73,0.0
31.0,76.875,2023-01-04,8.74,49.02,1.65,0.0
31.5,73.125,2023-01-04,10.56,42.96,1.27,0.0
31.5,73.75,2023-01-04,10.29,44.47,1.47,0.0
31.5,74.375,2023-01-04,10.18,43.61,1.53,0.0
31.5,75.0,2023-01-04,9.84,46.74,1.51,0.0
31.5,75.625,2023-01-04,9.61,52.99,1.5,0.0
31.5,76.25,2023-01-04,10.41,48.89,1.44,0.0
31.5,76.875,2023-01-04,7.43,42.83,1.39,0.0
32.0,73.125,2023-01-04,10.2,48.13,1.4,0.0
32.0,73.75,2023-01-04,9.77,55.38,1.47,0.0
32.0,74.375,2023-01-04,9.9,53.41,1.41,0.0
32.0,75.0,2023-01-04,10.14,51.99,1.31,0.0
32.0,75.625,2023-01-04,10.64,49.59,1.24,0.0
32.0,76.25,2023-01-04,8.03,45.66,1.34,0.0
32.0,76.875,2023-01-04,0.25,44.07,1.62,0.0
32.5,73.125,2023-01-04,9.49,53.24,1.69,0.0
32.5,73.75,2023-01-04,9.92,61.12,1.52,0.0
32.5,74.375,2023-01-04,10.69,54.99,1.14,0.0
32.5,75.0,2023-01-04,10.62,47.82,1.18,0.0
32.5,75.625,2023-01-04,8.1,43.46,1.47,0.0
32.5,76.25,2023-01-04,-0.21,47.57,1.51,0.0
32.5,76.875,2023-01-04,-13.88,62.76,1.73,0.0
33.0,73.125,2023-01-04,8.1,61.68,1.75,0.0
33.0,73.75,2023-01-04,11.02,52.43,1.56,0.0
33.0,74.375,2023-01-04,9.89,47.83,1.53,0.0
33.0,75.0,2023-01-04,7.15,43.68,1.41,0.0
33.0,75.625,2023-01-04,2.14,42.82,1.42,0.0
33.0,76.25,2023-01-04,-9.14,56.02,1.65,0.0
33.0,76.875,2023-01-04,-21.11,72.79,1.87,0.0
29.0,73.125,2023-01-05,11.37,34.02,1.56,0.0
29.0,73.75,2023-01-05,11.18,35.16,1.46,0.0
29.0,74.375,2023-01-05,11.28,34.04,1.25,0.0
29.0,75.0,2023-01-05,11.26,33.49,1.04,0.0
29.0,75.625,2023-01-05,11.08,34.35,1.0,0.0
29.0,76.25,2023-01-05,9.8,45.52,1.19,0.0
29.0,76.875,2023-01-05,8.57,56.01,1.55,0.0
29.5,73.125,2023-01-05,11.98,29.15,1.16,0.0
29.5,73.75,2023-01-05,12.1,28.98,0.93,0.0
29.5,74.375,2023-01-05,12.1,27.49,0.69,0.0
29.5,75.0,2023-01-05,11.6,28.47,0.8,0.0
29.5,75.625,2023-01-05,10.72,33.19,1.12,0.0
29.5,76.25,2023-01-05,9.12,47.83,1.51,0.0
29.5,76.875,2023-01-05,8.31,59.32,1.72,0.0
30.0,73.125,2023-01-05,12.38,25.08,1.06,0.0
30.0,73.75,2023-01-05,12.62,24.71,0.66,0.0
30.0,74.375,2023-01-05,12.42,24.57,0.62,0.0
30.0,75.0,2023-01-05,11.62,28.17,0.94,0.0
30.0,75.625,2023-01-05,10.17,37.48,1.36,0.0
30.0,76.25,2023-01-05,8.92,51.25,1.77,0.0
30.0,76.875,2023-01-05,9.34,57.35,1.63,0.0
30.5,73.125,2023-01-05,12.43,24.05,1.16,0.0
30.5,73.75,2023-01-05,12.35,24.77,0.97,0.0
30.5,74.375,2023-01-05,11.89,27.04,1.02,0.0
30.5,75.0,2023-01-05,11.06,32.1,1.17,0.0
30.5,75.625,2023-01-05,9.82,42.69,1.44,0.0
30.5,76.25,2023-01-05,9.48,51.13,1.75,0.0
30.5,76.875,2023-01-05,10.99,48.0,1.6,0.0
31.0,73.125,2023-01-05,12.23,26.81,1.22,0.0
31.0,73.75,2023-01-05,11.81,28.3,1.26,0.0
31.0,74.375,2023-01-05,11.17,32.35,1.3,0.0
31.0,75.0,2023-01-05,10.55,37.14,1.35,0.0
31.0,75.625,2023-01-05,10.05,45.31,1.35,0.0
31.0,76.25,2023-01-05,10.56,47.97,1.34,0.0
31.0,76.875,2023-01-05,8.75,45.92,1.46,0.0
31.5,73.125,2023-01-05,11.7,30.92,1.19,0.0
31.5,73.75,2023-01-05,11.07,33.76,1.45,0.0
31.5,74.375,2023-01-05,10.64,37.98,1.48,0.0
31.5,75.0,2023-01-05,10.18,42.93,1.39,0.0
31.5,75.625,2023-01-05,10.01,48.32,1.17,0.0
31.5,76.25,2023-01-05,10.68,46.02,1.16,0.0
31.5,76.875,2023-01-05,8.17,38.91,1.23,0.0
32.0,73.125,2023-01-05,11.18,36.08,1.39,0.0
32.0,73.75,2023-01-05,10.37,43.5,1.52,0.0
32.0,74.375,2023-01-05,10.35,48.01,1.42,0.0
32.0,75.0,2023-01-05,10.6,48.68,1.21,0.0
32.0,75.625,2023-01-05,10.88,46.69,1.12,0.0
32.0,76.25,2023-01-05,8.77,42.16,1.21,0.0
32.0,76.875,2023-01-05,1.95,38.89,1.62,0.0
32.5,73.125,2023-01-05,10.37,43.58,1.57,0.0
32.5,73.75,2023-01-05,10.84,50.4,1.24,0.0
32.5,74.375,2023-01-05,10.74,53.86,0.98,0.0
32.5,75.0,2023-01-05,11.13,44.73,1.03,0.0
32.5,75.625,2023-01-05,9.25,39.63,1.34,0.0
32.5,76.25,2023-01-05,1.77,41.39,1.49,0.0
32.5,76.875,2023-01-05,-11.48,51.6,1.87,0.0
33.0,73.125,2023-01-05,9.26,51.92,1.35,0.0
33.0,73.75,2023-01-05,11.92,45.03,1.27,0.0
33.0,74.375,2023-01-05,10.51,43.49,1.27,0.0
33.0,75.0,2023-01-05,8.27,38.47,1.31,0.0
33.0,75.625,2023-01-05,4.08,37.31,1.41,0.0
33.0,76.25,2023-01-05,-6.82,47.9,1.76,0.0
33.0,76.875,2023-01-05,-18.44,55.14,1.65,0.0
29.0,73.125,2023-01-06,10.84,33.0,1.96,0.0
29.0,73.75,2023-01-06,10.44,35.11,1.86,0.0
29.0,74.375,2023-01-06,10.39,34.79,1.63,0.0
29.0,75.0,2023-01-06,10.5,33.96,1.32,0.0
29.0,75.625,2023-01-06,10.61,33.41,0.94,0.0
29.0,76.25,2023-01-06,9.62,41.83,0.92,0.0
29.0,76.875,2023-01-06,8.5,49.91,1.38,0.0
29.5,73.125,2023-01-06,10.62,30.21,1.57,0.0
29.5,73.75,2023-01-06,10.76,30.01,1.45,0.0
29.5,74.375,2023-01-06,11.1,28.13,1.19,0.0
29.5,75.0,2023-01-06,11.17,26.98,0.85,0.0
29.5,75.625,2023-01-06,10.72,28.65,0.79,0.0
29.5,76.25,2023-01-06,9.07,41.05,1.3,0.0
29.5,76.875,2023-01-06,8.05,53.16,1.61,0.0
30.0,73.125,2023-01-06,11.08,27.25,1.37,0.0
30.0,73.75,2023-01-06,11.43,24.96,1.07,0.0
30.0,74.375,2023-01-06,11.83,23.02,0.73,0.0
30.0,75.0,2023-01-06,11.54,24.39,0.67,0.0
30.0,75.625,2023-01-06,10.15,31.59,1.07,0.0
30.0,76.25,2023-01-06,8.53,46.45,1.58,0.0
30.0,76.875,2023-01-06,8.81,55.04,1.51,0.0
30.5,73.125,2023-01-06,11.63,25.66,1.21,0.0
30.5,73.75,2023-01-06,11.76,23.85,0.82,0.0
30.5,74.375,2023-01-06,11.73,23.73,0.67,0.0
30.5,75.0,2023-01-06,11.05,27.23,0.86,0.0
30.5,75.625,2023-01-06,9.5,36.98,1.23,0.0
30.5,76.25,2023-01-06,8.89,48.64,1.65,0.0
30.5,76.875,2023-01-06,10.82,47.18,1.37,0.0
31.0,73.125,2023-01-06,12.06,25.22,1.08,0.0
31.0,73.75,2023-01-06,11.84,24.9,0.88,0.0
31.0,74.375,2023-01-06,11.3,27.69,0.87,0.0
31.0,75.0,2023-01-06,10.43,32.39,1.05,0.0
31.0,75.625,2023-01-06,9.5,40.55,1.21,0.0
31.0,76.25,2023-01-06,9.98,46.17,1.32,0.0
31.0,76.875,2023-01-06,8.87,45.3,1.33,0.0
31.5,73.125,2023-01-06,12.35,26.54,0.81,0.0
31.5,73.75,2023-01-06,11.53,28.88,1.0,0.0
31.5,74.375,2023-01-06,10.92,31.99,1.04,0.0
31.5,75.0,2023-01-06,10.05,38.87,1.13,0.0
31.5,75.625,2023-01-06,9.29,45.82,1.2,0.0
31.5,76.25,2023-01-06,9.9,46.5,1.19,0.0
31.5,76.875,2023-01-06,9.24,36.82,0.9,0.0
32.0,73.125,2023-01-06,11.86,33.76,0.61,0.0
32.0,73.75,2023-01-06,10.7,40.12,0.99,0.0
32.0,74.375,2023-01-06,9.87,43.34,1.03,0.0
32.0,75.0,2023-01-06,9.58,48.98,1.09,0.0
32.0,75.625,2023-01-06,9.9,49.66,1.18,0.0
32.0,76.25,2023-01-06,9.01,42.25,1.05,0.0
32.0,76.875,2023-01-06,4.35,35.09,1.33,0.0
32.5,73.125,2023-01-06,10.21,45.3,0.97,0.0
32.5,73.75,2023-01-06,10.09,53.97,0.86,0.0
32.5,74.375,2023-01-06,9.4,55.05,0.96,0.0
32.5,75.0,2023-01-06,9.89,49.4,1.01,0.0
32.5,75.625,2023-01-06,9.36,41.07,1.1,0.0
32.5,76.25,2023-01-06,3.86,36.5,1.14,0.0
32.5,76.875,2023-01-06,-8.63,45.36,1.44,0.0
33.0,73.125,2023-01-06,8.19,59.39,1.09,0.0
33.0,73.75,2023-01-06,10.73,52.96,0.87,0.0
33.0,74.375,2023-01-06,10.36,45.37,0.98,0.0
33.0,75.0,2023-01-06,9.03,37.76,0.91,0.0
33.0,75.625,2023-01-06,5.57,34.34,1.0,0.0
33.0,76.25,2023-01-06,-4.26,41.38,1.42,0.0
33.0,76.875,2023-01-06,-15.66,48.78,1.5,0.0
29.0,73.125,2023-01-07,12.38,22.87,1.71,0.0
29.0,73.75,2023-01-07,12.06,24.75,1.46,0.0
29.0,74.375,2023-01-07,12.1,24.16,1.22,0.0
29.0,75.0,2023-01-07,12.21,23.46,1.18,0.0
29.0,75.625,2023-01-07,12.08,24.02,1.31,0.0
29.0,76.25,2023-01-07,10.86,35.75,1.63,0.0
29.0,76.875,2023-01-07,9.85,44.96,1.87,0.0
29.5,73.125,2023-01-07,12.66,20.94,1.25,0.0
29.5,73.75,2023-01-07,12.73,21.69,1.07,0.0
29.5,74.375,2023-01-07,12.8,21.31,1.04,0.0
29.5,75.0,2023-01-07,12.57,21.61,1.23,0.0
29.5,75.625,2023-01-07,11.8,26.13,1.57,0.0
29.5,76.25,2023-01-07,10.47,39.73,1.84,0.0
29.5,76.875,2023-01-07,9.91,50.07,2.04,0.0
30.0,73.125,2023-01-07,13.17,20.53,1.0,0.0
30.0,73.75,2023-01-07,13.35,20.14,0.96,0.0
30.0,74.375,2023-01-07,13.21,20.61,1.17,0.0
30.0,75.0,2023-01-07,12.6,23.88,1.48,0.0
30.0,75.625,2023-01-07,11.34,33.7,1.75,0.0
30.0,76.25,2023-01-07,10.54,44.95,2.05,0.0
30.0,76.875,2023-01-07,10.8,52.71,2.01,0.0
30.5,73.125,2023-01-07,13.17,21.73,0.94,0.0
30.5,73.75,2023-01-07,13.15,21.85,1.24,0.0
30.5,74.375,2023-01-07,12.97,23.84,1.42,0.0
30.5,75.0,2023-01-07,12.17,29.57,1.64,0.0
30.5,75.625,2023-01-07,11.09,39.3,1.77,0.0
30.5,76.25,2023-01-07,10.92,46.59,1.99,0.0
30.5,76.875,2023-01-07,12.46,47.45,2.01,0.0
31.0,73.125,2023-01-07,12.83,25.12,1.22,0.0
31.0,73.75,2023-01-07,12.71,26.52,1.58,0.0
31.0,74.375,2023-01-07,12.52,30.62,1.62,0.0
31.0,75.0,2023-01-07,11.92,37.21,1.73,0.0
31.0,75.625,2023-01-07,11.35,43.96,1.71,0.0
31.0,76.25,2023-01-07,11.61,47.17,1.59,0.0
31.0,76.875,2023-01-07,11.19,47.38,1.72,0.0
31.5,73.125,2023-01-07,12.05,32.7,1.32,0.0
31.5,73.75,2023-01-07,12.0,36.18,1.74,0.0
31.5,74.375,2023-01-07,12.08,39.4,1.79,0.0
31.5,75.0,2023-01-07,11.65,46.8,1.81,0.0
31.5,75.625,2023-01-07,11.3,51.23,1.73,0.0
31.5,76.25,2023-01-07,12.07,48.99,1.43,0.0
31.5,76.875,2023-01-07,11.12,45.3,1.27,0.0
32.0,73.125,2023-01-07,11.28,42.79,1.47,0.0
32.0,73.75,2023-01-07,10.89,51.57,1.81,0.0
32.0,74.375,2023-01-07,11.1,54.14,1.89,0.0
32.0,75.0,2023-01-07,11.28,56.55,1.81,0.0
32.0,75.625,2023-01-07,12.24,53.28,1.51,0.0
32.0,76.25,2023-01-07,11.53,48.36,1.31,0.0
32.0,76.875,2023-01-07,6.57,49.45,1.23,0.0
32.5,73.125,2023-01-07,10.14,53.59,1.94,0.0
32.5,73.75,2023-01-07,10.62,61.73,2.04,0.0
32.5,74.375,2023-01-07,11.54,59.33,1.81,0.0
32.5,75.0,2023-01-07,12.6,51.09,1.53,0.0
32.5,75.625,2023-01-07,11.89,46.86,1.32,0.0
32.5,76.25,2023-01-07,5.96,52.02,1.15,0.0
32.5,76.875,2023-01-07,-5.5,71.6,1.05,0.0
33.0,73.125,2023-01-07,8.5,67.15,2.04,0.0
33.0,73.75,2023-01-07,11.96,55.19,1.76,0.0
33.0,74.375,2023-01-07,13.27,45.0,1.41,0.0
33.0,75.0,2023-01-07,11.65,43.72,1.21,0.0
33.0,75.625,2023-01-07,7.47,47.43,1.18,0.0
33.0,76.25,2023-01-07,-1.62,65.6,1.1,0.0
33.0,76.875,2023-01-07,-12.08,85.61,1.5,0.0
29.0,73.125,2023-01-08,14.09,20.8,1.12,0.0
29.0,73.75,2023-01-08,14.0,23.41,0.88,0.0
29.0,74.375,2023-01-08,13.97,24.6,0.78,0.0
29.0,75.0,2023-01-08,13.54,26.28,1.14,0.0
29.0,75.625,2023-01-08,13.25,28.23,1.53,0.0
29.0,76.25,2023-01-08,12.56,39.2,1.76,0.0
29.0,76.875,2023-01-08,12.2,45.68,2.0,0.0
